政党,年,都道府県,市区町村,座席数,期間総額（1人）,月額,推計総額,在任月数,期末手当回数（3月）,期末手当回数（6月）,期末手当回数（12月）
無所属,2021,群馬県,前橋市,10,35825400.0,585000.0,358254000.0,48,4,4,4
立憲民主党,2021,群馬県,前橋市,5,35825400.0,585000.0,179127000.0,48,4,4,4
緑の党グリーンズジャパン,2021,群馬県,前橋市,1,35825400.0,585000.0,35825400.0,48,4,4,4
自由民主党,2021,群馬県,前橋市,7,35825400.0,585000.0,250777800.0,48,4,4,4
都政を革新する会,2021,群馬県,前橋市,1,35825400.0,585000.0,35825400.0,48,4,4,4
都民ファーストの会,2021,群馬県,前橋市,1,35825400.0,585000.0,35825400.0,48,4,4,4
公明党,1999,群馬県,高崎市,5,37050000.0,570000.0,185250000.0,48,4,4,4
日本共産党,1999,群馬県,高崎市,5,37050000.0,570000.0,185250000.0,48,4,4,4
清瀬・生活者ネットワーク,1999,群馬県,高崎市,2,37050000.0,570000.0,74100000.0,48,4,4,4
無所属,1999,群馬県,高崎市,11,37050000.0,570000.0,407550000.0,48,4,4,4
立憲民主党,1999,群馬県,高崎市,3,37050000.0,570000.0,111150000.0,48,4,4,4
自由民主党,1999,群馬県,高崎市,2,37050000.0,570000.0,74100000.0,48,4,4,4
公明党,2003,群馬県,高崎市,3,111150000.0,570000.0,333450000.0,144,12,12,12
日本共産党,2003,群馬県,高崎市,4,111150000.0,570000.0,444600000.0,144,12,12,12
清瀬・生活者ネットワーク,2003,群馬県,高崎市,1,111150000.0,570000.0,111150000.0,144,12,12,12
無所属,2003,群馬県,高崎市,11,111150000.0,570000.0,1222650000.0,144,12,12,12
公明党,2015,群馬県,高崎市,6,37050000.0,570000.0,222300000.0,48,4,4,4
日本共産党,2015,群馬県,高崎市,5,37050000.0,570000.0,185250000.0,48,4,4,4
民主党,2015,群馬県,高崎市,3,37050000.0,570000.0,111150000.0,48,4,4,4
無所属,2015,群馬県,高崎市,10,37050000.0,570000.0,370500000.0,48,4,4,4
社会民主党,2015,群馬県,高崎市,1,37050000.0,570000.0,37050000.0,48,4,4,4
自由民主党,2015,群馬県,高崎市,10,37050000.0,570000.0,370500000.0,48,4,4,4
公明党,2019,群馬県,高崎市,6,37050000.0,570000.0,222300000.0,48,4,4,4
日本共産党,2019,群馬県,高崎市,5,37050000.0,570000.0,185250000.0,48,4,4,4
民主党,2019,群馬県,高崎市,4,37050000.0,570000.0,148200000.0,48,4,4,4
無所属,2019,群馬県,高崎市,4,37050000.0,570000.0,148200000.0,48,4,4,4
自由民主党,2019,群馬県,高崎市,7,37050000.0,570000.0,259350000.0,48,4,4,4
みんなの党,2023,群馬県,高崎市,2,37050000.0,570000.0,74100000.0,48,4,4,4
公明党,2023,群馬県,高崎市,3,37050000.0,570000.0,111150000.0,48,4,4,4
日本共産党,2023,群馬県,高崎市,3,37050000.0,570000.0,111150000.0,48,4,4,4
民主党,2023,群馬県,高崎市,4,37050000.0,570000.0,148200000.0,48,4,4,4
無所属,2023,群馬県,高崎市,6,37050000.0,570000.0,222300000.0,48,4,4,4
自由民主党,2023,群馬県,高崎市,9,37050000.0,570000.0,333450000.0,48,4,4,4
公明党,1999,長崎県,長崎市,5,38031360.0,619000.0,190156800.0,48,4,4,4
日本共産党,1999,長崎県,長崎市,4,38031360.0,619000.0,152125440.0,48,4,4,4
無所属,1999,長崎県,長崎市,22,38031360.0,619000.0,836689920.0,48,4,4,4
自由民主党,1999,長崎県,長崎市,4,38031360.0,619000.0,152125440.0,48,4,4,4
公明党,2003,長崎県,長崎市,2,76062720.0,619000.0,152125440.0,96,8,8,8
日本共産党,2003,長崎県,長崎市,2,76062720.0,619000.0,152125440.0,96,8,8,8
無所属,2003,長崎県,長崎市,28,76062720.0,619000.0,2129756160.0,96,8,8,8
立憲民主党,2003,長崎県,長崎市,1,76062720.0,619000.0,76062720.0,96,8,8,8
自由民主党,2003,長崎県,長崎市,2,76062720.0,619000.0,152125440.0,96,8,8,8
日本共産党,2011,長崎県,長崎市,2,38031360.0,619000.0,76062720.0,48,4,4,4
無所属,2011,長崎県,長崎市,22,38031360.0,619000.0,836689920.0,48,4,4,4
公明党,2015,長崎県,長崎市,1,38031360.0,619000.0,38031360.0,48,4,4,4
日本共産党,2015,長崎県,長崎市,3,38031360.0,619000.0,114094080.0,48,4,4,4
民主党,2015,長崎県,長崎市,1,38031360.0,619000.0,38031360.0,48,4,4,4
無所属,2015,長崎県,長崎市,26,38031360.0,619000.0,988815360.0,48,4,4,4
立憲民主党,2015,長崎県,長崎市,1,38031360.0,619000.0,38031360.0,48,4,4,4
公明党,2019,長崎県,長崎市,2,38031360.0,619000.0,76062720.0,48,4,4,4
日本共産党,2019,長崎県,長崎市,2,38031360.0,619000.0,76062720.0,48,4,4,4
民主党,2019,長崎県,長崎市,1,38031360.0,619000.0,38031360.0,48,4,4,4
無所属,2019,長崎県,長崎市,29,38031360.0,619000.0,1102909440.0,48,4,4,4
公明党,2023,長崎県,長崎市,1,38031360.0,619000.0,38031360.0,48,4,4,4
国民民主党,2023,長崎県,長崎市,1,38031360.0,619000.0,38031360.0,48,4,4,4
日本共産党,2023,長崎県,長崎市,1,38031360.0,619000.0,38031360.0,48,4,4,4
民主党,2023,長崎県,長崎市,2,38031360.0,619000.0,76062720.0,48,4,4,4
無所属,2023,長崎県,長崎市,27,38031360.0,619000.0,1026846720.0,48,4,4,4
公明党,2007,長野県,長野市,2,36864000.0,600000.0,73728000.0,48,4,4,4
日本共産党,2007,長野県,長野市,1,36864000.0,600000.0,36864000.0,48,4,4,4
無所属,2007,長野県,長野市,24,36864000.0,600000.0,884736000.0,48,4,4,4
公明党,2011,長野県,長野市,3,36864000.0,600000.0,110592000.0,48,4,4,4
日本共産党,2011,長野県,長野市,1,36864000.0,600000.0,36864000.0,48,4,4,4
沖縄社会大衆党,2011,長野県,長野市,1,36864000.0,600000.0,36864000.0,48,4,4,4
無所属,2011,長野県,長野市,25,36864000.0,600000.0,921600000.0,48,4,4,4
社会民主党,2011,長野県,長野市,1,36864000.0,600000.0,36864000.0,48,4,4,4
公明党,2015,長野県,長野市,3,36864000.0,600000.0,110592000.0,48,4,4,4
日本共産党,2015,長野県,長野市,1,36864000.0,600000.0,36864000.0,48,4,4,4
沖縄社会大衆党,2015,長野県,長野市,1,36864000.0,600000.0,36864000.0,48,4,4,4
無所属,2015,長野県,長野市,27,36864000.0,600000.0,995328000.0,48,4,4,4
社会民主党（沖縄県連合）,2015,長野県,長野市,1,36864000.0,600000.0,36864000.0,48,4,4,4
公明党,2019,長野県,長野市,1,36864000.0,600000.0,36864000.0,48,4,4,4
日本共産党,2019,長野県,長野市,1,36864000.0,600000.0,36864000.0,48,4,4,4
無所属,2019,長野県,長野市,21,36864000.0,600000.0,774144000.0,48,4,4,4
公明党,2023,長野県,長野市,1,36864000.0,600000.0,36864000.0,48,4,4,4
日本共産党,2023,長野県,長野市,2,36864000.0,600000.0,73728000.0,48,4,4,4
無所属,2023,長野県,長野市,29,36864000.0,600000.0,1069056000.0,48,4,4,4
公明党,1999,青森県,八戸市,2,22626300.0,597000.0,45252600.0,30,2,3,2
日本共産党,1999,青森県,八戸市,4,22626300.0,597000.0,90505200.0,30,2,3,2
日本社会党,1999,青森県,八戸市,1,22626300.0,597000.0,22626300.0,30,2,3,2
無所属,1999,青森県,八戸市,22,22626300.0,597000.0,497778600.0,30,2,3,2
自由民主党,1999,青森県,八戸市,2,22626300.0,597000.0,45252600.0,30,2,3,2
無所属,2001,青森県,八戸市,1,13671300.0,597000.0,13671300.0,18,2,1,2
公明党,2003,青森県,八戸市,2,36297600.0,597000.0,72595200.0,48,4,4,4
日本共産党,2003,青森県,八戸市,3,36297600.0,597000.0,108892800.0,48,4,4,4
日本社会党,2003,青森県,八戸市,1,36297600.0,597000.0,36297600.0,48,4,4,4
無所属,2003,青森県,八戸市,29,36297600.0,597000.0,1052630400.0,48,4,4,4
公明党,2007,青森県,八戸市,2,36297600.0,597000.0,72595200.0,48,4,4,4
日本共産党,2007,青森県,八戸市,3,36297600.0,597000.0,108892800.0,48,4,4,4
無所属,2007,青森県,八戸市,22,36297600.0,597000.0,798547200.0,48,4,4,4
社会民主党,2007,青森県,八戸市,1,36297600.0,597000.0,36297600.0,48,4,4,4
公明党,2011,青森県,八戸市,3,36297600.0,597000.0,108892800.0,48,4,4,4
日本共産党,2011,青森県,八戸市,4,36297600.0,597000.0,145190400.0,48,4,4,4
無所属,2011,青森県,八戸市,18,36297600.0,597000.0,653356800.0,48,4,4,4
社会民主党,2011,青森県,八戸市,1,36297600.0,597000.0,36297600.0,48,4,4,4
自由民主党,2011,青森県,八戸市,2,36297600.0,597000.0,72595200.0,48,4,4,4
公明党,2015,青森県,八戸市,1,36297600.0,597000.0,36297600.0,48,4,4,4
日本共産党,2015,青森県,八戸市,2,36297600.0,597000.0,72595200.0,48,4,4,4
民主党,2015,青森県,八戸市,1,36297600.0,597000.0,36297600.0,48,4,4,4
無所属,2015,青森県,八戸市,17,36297600.0,597000.0,617059200.0,48,4,4,4
社会民主党,2015,青森県,八戸市,1,36297600.0,597000.0,36297600.0,48,4,4,4
自由民主党,2015,青森県,八戸市,1,36297600.0,597000.0,36297600.0,48,4,4,4
公明党,2019,青森県,八戸市,3,36297600.0,597000.0,108892800.0,48,4,4,4
日本共産党,2019,青森県,八戸市,2,36297600.0,597000.0,72595200.0,48,4,4,4
民主党,2019,青森県,八戸市,1,36297600.0,597000.0,36297600.0,48,4,4,4
無所属,2019,青森県,八戸市,18,36297600.0,597000.0,653356800.0,48,4,4,4
社会民主党,2019,青森県,八戸市,1,36297600.0,597000.0,36297600.0,48,4,4,4
自由民主党,2019,青森県,八戸市,1,36297600.0,597000.0,36297600.0,48,4,4,4
公明党,2023,青森県,八戸市,1,36297600.0,597000.0,36297600.0,48,4,4,4
日本共産党,2023,青森県,八戸市,2,36297600.0,597000.0,72595200.0,48,4,4,4
無所属,2023,青森県,八戸市,13,36297600.0,597000.0,471868800.0,48,4,4,4
公明党,2006,青森県,青森市,5,35264000.0,580000.0,176320000.0,48,4,4,4
日本共産党,2006,青森県,青森市,5,35264000.0,580000.0,176320000.0,48,4,4,4
民主党,2006,青森県,青森市,2,35264000.0,580000.0,70528000.0,48,4,4,4
無所属,2006,青森県,青森市,20,35264000.0,580000.0,705280000.0,48,4,4,4
維新の党,2006,青森県,青森市,1,35264000.0,580000.0,35264000.0,48,4,4,4
自由民主党,2006,青森県,青森市,1,35264000.0,580000.0,35264000.0,48,4,4,4
公明党,2010,青森県,青森市,5,35264000.0,580000.0,176320000.0,48,4,4,4
日本共産党,2010,青森県,青森市,5,35264000.0,580000.0,176320000.0,48,4,4,4
民主党,2010,青森県,青森市,3,35264000.0,580000.0,105792000.0,48,4,4,4
無所属,2010,青森県,青森市,15,35264000.0,580000.0,528960000.0,48,4,4,4
自由民主党,2010,青森県,青森市,5,35264000.0,580000.0,176320000.0,48,4,4,4
公明党,2014,青森県,青森市,5,35264000.0,580000.0,176320000.0,48,4,4,4
日本共産党,2014,青森県,青森市,3,35264000.0,580000.0,105792000.0,48,4,4,4
日本維新の会,2014,青森県,青森市,1,35264000.0,580000.0,35264000.0,48,4,4,4
無所属,2014,青森県,青森市,16,35264000.0,580000.0,564224000.0,48,4,4,4
自由民主党,2014,青森県,青森市,6,35264000.0,580000.0,211584000.0,48,4,4,4
公明党,2018,青森県,青森市,2,18212000.0,580000.0,36424000.0,25,2,2,2
国民民主党,2018,青森県,青森市,3,18212000.0,580000.0,54636000.0,25,2,2,2
日本共産党,2018,青森県,青森市,5,18212000.0,580000.0,91060000.0,25,2,2,2
日本維新の会,2018,青森県,青森市,3,18212000.0,580000.0,54636000.0,25,2,2,2
無所属,2018,青森県,青森市,9,18212000.0,580000.0,163908000.0,25,2,2,2
自由民主党,2018,青森県,青森市,2,18212000.0,580000.0,36424000.0,25,2,2,2
日本共産党,2020,青森県,青森市,1,17052000.0,580000.0,17052000.0,23,2,2,2
公明党,2022,青森県,青森市,3,35264000.0,580000.0,105792000.0,48,4,4,4
参政党,2022,青森県,青森市,1,35264000.0,580000.0,35264000.0,48,4,4,4
日本共産党,2022,青森県,青森市,2,35264000.0,580000.0,70528000.0,48,4,4,4
無所属,2022,青森県,青森市,15,35264000.0,580000.0,528960000.0,48,4,4,4
自由民主党,2022,青森県,青森市,1,35264000.0,580000.0,35264000.0,48,4,4,4
日本共産党,2003,静岡県,浜松市,1,43130880.0,648000.0,43130880.0,48,4,4,4
無所属,2003,静岡県,浜松市,33,43130880.0,648000.0,1423319040.0,48,4,4,4
無所属,1998,静岡県,静岡市,2,6795750.0,663000.0,13591500.0,8,1,0,1
公明党,1999,静岡県,静岡市,1,216801000.0,663000.0,216801000.0,240,20,20,20
日本共産党,1999,静岡県,静岡市,4,216801000.0,663000.0,867204000.0,240,20,20,20
無所属,1999,静岡県,静岡市,38,216801000.0,663000.0,8238438000.0,240,20,20,20
無所属,2019,静岡県,静岡市,1,43360200.00000001,663000.0,43360200.00000001,48,4,4,4
公明党,1999,香川県,高松市,2,37355520.0,608000.0,74711040.0,48,4,4,4
日本共産党,1999,香川県,高松市,1,37355520.0,608000.0,37355520.0,48,4,4,4
無所属,1999,香川県,高松市,29,37355520.0,608000.0,1083310080.0,48,4,4,4
公明党,2003,香川県,高松市,1,74711040.0,608000.0,74711040.0,96,8,8,8
日本共産党,2003,香川県,高松市,2,74711040.0,608000.0,149422080.0,96,8,8,8
無所属,2003,香川県,高松市,29,74711040.0,608000.0,2166620160.0,96,8,8,8
公明党,2011,香川県,高松市,1,37355520.0,608000.0,37355520.0,48,4,4,4
日本共産党,2011,香川県,高松市,1,37355520.0,608000.0,37355520.0,48,4,4,4
無所属,2011,香川県,高松市,24,37355520.0,608000.0,896532480.0,48,4,4,4
無所属,2015,香川県,高松市,31,37355520.0,608000.0,1158021120.0,48,4,4,4
無所属,2019,香川県,高松市,29,37355520.0,608000.0,1083310080.0,48,4,4,4
無所属,2023,香川県,高松市,26,37355520.0,608000.0,971243520.0,48,4,4,4
公明党,1999,高知県,高知市,2,35942400.0,585000.0,71884800.0,48,4,4,4
無所属,1999,高知県,高知市,29,35942400.0,585000.0,1042329600.0,48,4,4,4
自由民主党,1999,高知県,高知市,2,35942400.0,585000.0,71884800.0,48,4,4,4
公明党,2003,高知県,高知市,3,71884800.0,585000.0,215654400.0,96,8,8,8
日本共産党,2003,高知県,高知市,2,71884800.0,585000.0,143769600.0,96,8,8,8
無所属,2003,高知県,高知市,24,71884800.0,585000.0,1725235200.0,96,8,8,8
社会民主党,2003,高知県,高知市,3,71884800.0,585000.0,215654400.0,96,8,8,8
自由民主党,2003,高知県,高知市,5,71884800.0,585000.0,359424000.0,96,8,8,8
公明党,2011,高知県,高知市,2,35942400.0,585000.0,71884800.0,48,4,4,4
国民民主党,2011,高知県,高知市,1,35942400.0,585000.0,35942400.0,48,4,4,4
日本共産党,2011,高知県,高知市,3,35942400.0,585000.0,107827200.0,48,4,4,4
日本維新の会,2011,高知県,高知市,1,35942400.0,585000.0,35942400.0,48,4,4,4
無所属,2011,高知県,高知市,15,35942400.0,585000.0,539136000.0,48,4,4,4
社会民主党,2011,高知県,高知市,1,35942400.0,585000.0,35942400.0,48,4,4,4
立憲民主党,2011,高知県,高知市,1,35942400.0,585000.0,35942400.0,48,4,4,4
自由民主党,2011,高知県,高知市,6,35942400.0,585000.0,215654400.0,48,4,4,4
公明党,2015,高知県,高知市,2,35942400.0,585000.0,71884800.0,48,4,4,4
日本共産党,2015,高知県,高知市,1,35942400.0,585000.0,35942400.0,48,4,4,4
無所属,2015,高知県,高知市,14,35942400.0,585000.0,503193600.0,48,4,4,4
社会民主党,2015,高知県,高知市,1,35942400.0,585000.0,35942400.0,48,4,4,4
自由民主党,2015,高知県,高知市,11,35942400.0,585000.0,395366400.0,48,4,4,4
公明党,2019,高知県,高知市,2,35942400.0,585000.0,71884800.0,48,4,4,4
日本共産党,2019,高知県,高知市,1,35942400.0,585000.0,35942400.0,48,4,4,4
無所属,2019,高知県,高知市,16,35942400.0,585000.0,575078400.0,48,4,4,4
自由民主党,2019,高知県,高知市,5,35942400.0,585000.0,179712000.0,48,4,4,4
公明党,2023,高知県,高知市,2,35942400.0,585000.0,71884800.0,48,4,4,4
日本共産党,2023,高知県,高知市,2,35942400.0,585000.0,71884800.0,48,4,4,4
無所属,2023,高知県,高知市,11,35942400.0,585000.0,395366400.0,48,4,4,4
自由民主党,2023,高知県,高知市,15,35942400.0,585000.0,539136000.0,48,4,4,4
日本共産党,2018,鳥取県,鳥取市,1,29070000.0,475000.0,29070000.0,48,4,4,4
無所属,2018,鳥取県,鳥取市,12,29070000.0,475000.0,348840000.0,48,4,4,4
自由民主党,2018,鳥取県,鳥取市,8,29070000.0,475000.0,232560000.0,48,4,4,4
日本共産党,2022,鳥取県,鳥取市,1,29070000.0,475000.0,29070000.0,48,4,4,4
無所属,2022,鳥取県,鳥取市,7,29070000.0,475000.0,203490000.0,48,4,4,4
自由民主党,2022,鳥取県,鳥取市,19,29070000.0,475000.0,552330000.0,48,4,4,4
公明党,2000,鹿児島県,鹿児島市,7,42010640.0,686000.0,294074480.0,48,4,4,4
日本共産党,2000,鹿児島県,鹿児島市,3,42010640.0,686000.0,126031920.0,48,4,4,4
無所属,2000,鹿児島県,鹿児島市,19,42010640.0,686000.0,798202160.0,48,4,4,4
自由民主党,2000,鹿児島県,鹿児島市,6,42010640.0,686000.0,252063840.0,48,4,4,4
公明党,2004,鹿児島県,鹿児島市,7,17074540.0,686000.0,119521780.0,20,1,2,1
日本共産党,2004,鹿児島県,鹿児島市,3,17074540.0,686000.0,51223620.0,20,1,2,1
無所属,2004,鹿児島県,鹿児島市,20,17074540.0,686000.0,341490800.0,20,1,2,1
神奈川ネットワーク運動,2004,鹿児島県,鹿児島市,1,17074540.0,686000.0,17074540.0,20,1,2,1
自由民主党,2004,鹿児島県,鹿児島市,10,17074540.0,686000.0,170745400.0,20,1,2,1
無所属,2005,鹿児島県,鹿児島市,1,24936100.0,686000.0,24936100.0,28,3,2,3
公明党,2008,鹿児島県,鹿児島市,7,42010640.0,686000.0,294074480.0,48,4,4,4
日本共産党,2008,鹿児島県,鹿児島市,3,42010640.0,686000.0,126031920.0,48,4,4,4
無所属,2008,鹿児島県,鹿児島市,17,42010640.0,686000.0,714180880.0,48,4,4,4
神奈川ネットワーク運動,2008,鹿児島県,鹿児島市,1,42010640.0,686000.0,42010640.0,48,4,4,4
立憲民主党,2008,鹿児島県,鹿児島市,1,42010640.0,686000.0,42010640.0,48,4,4,4
自由民主党,2008,鹿児島県,鹿児島市,11,42010640.0,686000.0,462117040.0,48,4,4,4
公明党,2012,鹿児島県,鹿児島市,7,42010640.0,686000.0,294074480.0,48,4,4,4
日本共産党,2012,鹿児島県,鹿児島市,3,42010640.0,686000.0,126031920.0,48,4,4,4
日本維新の会,2012,鹿児島県,鹿児島市,2,42010640.0,686000.0,84021280.0,48,4,4,4
無所属,2012,鹿児島県,鹿児島市,13,42010640.0,686000.0,546138320.0,48,4,4,4
自由民主党,2012,鹿児島県,鹿児島市,14,42010640.0,686000.0,588148960.0,48,4,4,4
公明党,2016,鹿児島県,鹿児島市,3,42010640.0,686000.0,126031920.0,48,4,4,4
市民の,2016,鹿児島県,鹿児島市,1,42010640.0,686000.0,42010640.0,48,4,4,4
日本共産党,2016,鹿児島県,鹿児島市,2,42010640.0,686000.0,84021280.0,48,4,4,4
無所属,2016,鹿児島県,鹿児島市,17,42010640.0,686000.0,714180880.0,48,4,4,4
神奈川ネットワーク運動,2016,鹿児島県,鹿児島市,1,42010640.0,686000.0,42010640.0,48,4,4,4
みんなの党,2020,鹿児島県,鹿児島市,1,5885880.0,686000.0,5885880.0,7,0,1,0
公明党,2020,鹿児島県,鹿児島市,3,5885880.0,686000.0,17657640.0,7,0,1,0
市民の党,2020,鹿児島県,鹿児島市,1,5885880.0,686000.0,5885880.0,7,0,1,0
日本共産党,2020,鹿児島県,鹿児島市,4,5885880.0,686000.0,23543520.0,7,0,1,0
民主党,2020,鹿児島県,鹿児島市,2,5885880.0,686000.0,11771760.0,7,0,1,0
無所属,2020,鹿児島県,鹿児島市,21,5885880.0,686000.0,123603480.0,7,0,1,0
社会民主党,2020,鹿児島県,鹿児島市,1,5885880.0,686000.0,5885880.0,7,0,1,0
神奈川ネットワーク運動,2020,鹿児島県,鹿児島市,2,5885880.0,686000.0,11771760.0,7,0,1,0
自由民主党,2020,鹿児島県,鹿児島市,1,36124760.0,686000.0,36124760.0,41,4,3,4
公明党,2024,鹿児島県,鹿児島市,6,5885880.0,686000.0,35315280.0,7,0,1,0
日本共産党,2024,鹿児島県,鹿児島市,4,5885880.0,686000.0,23543520.0,7,0,1,0
民主党,2024,鹿児島県,鹿児島市,2,5885880.0,686000.0,11771760.0,7,0,1,0
無所属,2024,鹿児島県,鹿児島市,23,5885880.0,686000.0,135375240.0,7,0,1,0
神奈川ネットワーク運動,2024,鹿児島県,鹿児島市,2,5885880.0,686000.0,11771760.0,7,0,1,0
自由民主党,2024,鹿児島県,鹿児島市,1,5885880.0,686000.0,5885880.0,7,0,1,0
自由民主党,2024,鹿児島県,鹿児島市,1,42010640.0,686000.0,42010640.0,48,4,4,4
